Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
1691,Marketing,24,59038,6,7,52,No
1692,HR,33,43208,9,6,82,Yes
1693,Sales,36,47275,9,9,97,Yes
1694,IT,24,50340,7,9,71,No
1695,Sales,40,45100,5,6,88,No
1696,IT,37,53492,9,10,55,No
1697,Sales,24,78908,8,10,67,No
1698,Sales,22,45393,1,10,97,No
1699,IT,23,54844,9,10,66,No
1700,Sales,27,55221,7,8,65,No
1701,Marketing,37,58783,9,7,77,No
1702,Sales,36,60247,9,7,56,No
1703,Finance,33,78562,7,9,58,No
1704,Finance,24,50444,10,9,75,No
1705,IT,39,73820,2,9,76,No
1706,IT,31,54542,8,10,97,Yes
1707,HR,29,42140,5,7,68,No
1708,Finance,44,48753,2,8,85,No
1709,IT,37,51328,3,7,65,No
1710,Finance,31,64954,5,7,96,No
1711,HR,43,54260,9,8,65,No
1712,Sales,27,58176,8,8,50,No
1713,Finance,32,68664,7,7,84,Yes
1714,Finance,40,61052,2,10,74,No
1715,Sales,24,40545,1,9,95,No
1716,Sales,29,67452,5,7,76,No
1717,Sales,30,69304,4,7,58,No
1718,IT,25,79744,8,8,99,Yes
1719,Marketing,25,72648,1,10,70,No
1720,Sales,44,35727,3,8,60,No
1721,Finance,35,63316,8,8,71,No
1722,IT,32,50472,4,10,94,No
1723,IT,29,39629,9,7,97,Yes
1724,Finance,41,68439,2,9,59,No
1725,Marketing,39,44719,1,8,55,No
1726,Finance,34,75786,8,6,70,No
1727,IT,25,51968,5,7,76,No
1728,Marketing,28,58927,6,7,78,No
1729,Finance,22,79405,10,10,100,Yes
1730,Finance,39,43728,5,9,65,No
1731,Finance,22,61903,4,8,51,No
1732,Marketing,39,47476,10,8,55,No
1733,HR,35,40992,1,8,52,No
1734,Finance,25,58185,8,6,79,No
1735,Marketing,43,73655,6,8,77,No
1736,HR,30,47797,4,9,64,No
1737,Sales,37,37346,5,10,53,No
1738,IT,23,59624,1,10,65,No
1739,Sales,36,63577,10,7,70,No
1740,HR,40,56164,3,9,100,No
1741,Sales,22,50575,5,9,69,No
1742,Marketing,29,68428,7,8,62,No
1743,Finance,40,63604,6,8,75,No
1744,IT,29,63502,10,8,52,No
1745,IT,33,36813,6,8,93,Yes
1746,HR,31,51581,2,9,84,No
1747,HR,41,67849,5,7,90,No
1748,IT,30,46758,10,8,57,No
1749,IT,39,73397,1,6,97,No
1750,Sales,39,39426,4,8,56,No
1751,IT,41,65962,9,7,99,Yes
1752,HR,44,72709,7,7,57,No
1753,Finance,39,68947,1,8,92,No
1754,IT,44,52417,1,7,81,No
1755,Finance,40,43158,5,7,78,No
1756,IT,37,64464,7,6,85,Yes
1757,Finance,25,51331,5,8,86,No
1758,IT,23,47915,3,6,59,No
1759,Sales,28,73012,4,9,74,No
1760,Marketing,36,54092,4,8,51,No
1761,Sales,45,49708,9,6,55,No
1762,Marketing,27,75944,9,7,79,No
1763,Sales,43,38164,8,8,91,Yes
1764,HR,28,42703,6,9,85,Yes
1765,Marketing,40,78211,6,7,66,No
1766,IT,44,48141,7,7,66,No
1767,Marketing,37,57845,2,7,83,No
1768,HR,37,61000,5,7,91,No
1769,HR,41,48785,8,7,92,Yes
1770,HR,28,55692,1,6,94,No
1771,Marketing,28,38228,5,6,57,No
1772,IT,30,38966,7,7,71,No
1773,Sales,43,38523,8,9,92,Yes
1774,Marketing,36,39267,4,10,97,No
1775,Sales,39,46776,7,10,77,No
1776,Marketing,35,69061,3,9,92,No
1777,HR,25,37934,4,7,84,No
1778,IT,35,55135,4,6,94,No
1779,Finance,38,67579,8,10,61,No
1780,Marketing,39,52339,10,7,84,Yes
1781,Finance,23,77385,9,7,67,No
1782,Sales,31,37663,10,8,62,No
1783,Marketing,24,47236,1,10,92,No
1784,Finance,43,51509,9,6,65,No
1785,IT,41,53313,2,6,92,No
1786,Finance,22,38525,10,9,63,No
1787,Sales,22,38758,1,8,82,No
1788,Finance,26,36487,5,10,80,No
1789,HR,30,77639,8,9,92,Yes
1790,Finance,31,48060,9,7,97,Yes
1791,HR,40,62560,10,6,96,Yes
1792,HR,43,60368,3,8,72,No
1793,Finance,27,75828,10,7,89,Yes
1794,Finance,38,71986,7,9,74,No
1795,IT,27,44522,8,7,57,No
1796,IT,36,74359,3,8,79,No
1797,IT,29,76043,9,8,84,Yes
1798,HR,37,77301,4,7,52,No
1799,HR,39,62979,3,9,64,No
1800,IT,38,66262,5,6,50,No
1801,Marketing,29,57795,2,9,74,No
1802,Marketing,30,49107,5,8,91,No
1803,Sales,33,65780,1,8,93,No
1804,Marketing,30,73530,10,10,68,No
1805,HR,32,41571,7,10,78,No
1806,IT,24,37102,10,8,75,No
1807,IT,31,38874,6,6,55,No
1808,HR,26,45980,9,8,81,Yes
1809,Finance,29,73578,6,6,75,No
1810,HR,43,51785,8,6,99,Yes
1811,Finance,33,46867,8,10,52,No
1812,HR,26,71619,3,10,79,No
1813,Finance,23,73294,7,8,86,Yes
1814,Finance,37,71271,3,7,61,No
1815,HR,32,65354,3,8,59,No
1816,Marketing,32,40197,4,8,99,No
1817,HR,44,79940,3,10,88,No
1818,Sales,24,48998,9,10,87,Yes
1819,IT,41,49949,7,8,100,Yes
1820,Marketing,33,37188,1,7,100,No
1821,Sales,22,50751,4,8,67,No
1822,Finance,30,57072,2,8,93,No
1823,Marketing,42,72269,10,10,65,No
1824,IT,23,40891,9,8,54,No
1825,Marketing,24,56401,10,6,58,No
1826,Marketing,27,61681,8,6,58,No
1827,Finance,39,37401,7,10,84,Yes
1828,Finance,30,36032,4,9,73,No
1829,Marketing,35,65592,3,8,89,No
1830,IT,45,54475,1,8,82,No
1831,IT,23,45046,8,9,74,No
1832,Marketing,35,76650,10,10,83,Yes
1833,Marketing,29,54976,10,8,65,No
1834,IT,27,57370,9,6,95,Yes
1835,HR,26,60336,1,7,52,No
1836,Marketing,40,36104,8,10,78,No
1837,Marketing,27,75184,9,10,62,No
1838,HR,35,71335,6,8,72,No
1839,Finance,23,43263,1,9,59,No
1840,Finance,35,50789,8,7,51,No
1841,Finance,44,65733,6,7,52,No
1842,IT,43,36348,4,8,97,No
1843,HR,34,36931,5,9,50,No
1844,Finance,32,45388,1,6,91,No
1845,Marketing,38,62276,3,8,68,No
1846,HR,25,38526,6,10,99,Yes
1847,HR,42,39875,3,10,81,No
1848,HR,40,64922,9,6,60,No
1849,Sales,28,37010,3,7,59,No
1850,HR,39,52634,1,10,97,No
1851,Marketing,25,75232,8,7,73,No
1852,IT,28,47182,6,6,59,No
1853,Marketing,23,79329,4,7,93,No
1854,IT,24,77134,2,9,93,No
1855,Finance,42,50154,6,6,88,Yes
1856,Finance,42,57921,4,7,82,No
1857,IT,24,55198,5,7,71,No
1858,Marketing,30,59703,9,9,99,Yes
1859,HR,40,36143,5,10,96,No
1860,HR,32,79898,4,7,57,No
1861,Marketing,22,46515,10,6,70,No
1862,HR,27,50393,10,7,88,Yes
1863,IT,30,55443,2,7,69,No
1864,Finance,31,38318,4,8,61,No
1865,HR,31,48688,9,6,100,Yes
1866,Finance,37,67729,7,9,57,No
1867,Finance,33,58218,9,6,54,No
1868,Marketing,39,56882,2,6,51,No
1869,Sales,29,46736,8,6,58,No
1870,Sales,33,79535,10,9,76,No
1871,IT,39,61102,3,9,87,No
1872,Marketing,31,54917,5,8,65,No
1873,Sales,32,46770,5,8,90,No
1874,Marketing,35,48942,10,10,83,Yes
1875,HR,33,73952,1,8,83,No
1876,Finance,44,50626,10,9,58,No
1877,IT,45,42459,4,6,81,No
1878,Finance,25,36378,5,10,56,No
1879,Marketing,36,66742,3,6,60,No
1880,IT,32,42424,6,9,53,No
1881,Marketing,44,72392,4,10,100,No
1882,IT,23,72857,6,8,73,No
1883,IT,43,56074,7,6,89,Yes
1884,Finance,25,48175,1,6,69,No
1885,Finance,32,68152,6,9,64,No
1886,Sales,43,35311,1,8,66,No
1887,Finance,23,41760,4,10,78,No
1888,Sales,32,78788,4,6,79,No
1889,IT,34,58390,2,9,87,No
1890,Finance,42,67886,10,9,62,No
1891,HR,43,51877,2,6,96,No
1892,Sales,42,58229,5,9,91,No
1893,HR,22,75619,8,7,73,No
1894,Marketing,41,67187,6,9,69,No
1895,Finance,22,76616,4,10,74,No
1896,Marketing,29,63824,2,7,68,No
1897,Finance,29,35259,5,9,67,No
1898,IT,26,69784,6,7,80,No
1899,IT,31,78795,2,9,64,No
1900,Marketing,33,73515,4,7,76,No
1901,Sales,30,72326,6,10,67,No
1902,Marketing,30,67514,5,6,62,No
1903,HR,44,51525,7,6,63,No
1904,Sales,34,39578,8,7,83,Yes
1905,IT,22,66063,2,6,73,No
1906,Marketing,44,78353,6,10,87,Yes
1907,Sales,32,57187,3,8,50,No
1908,HR,32,49585,4,6,80,No
1909,Sales,28,56711,1,8,79,No
1910,Sales,41,48271,8,6,56,No
1911,Sales,31,49315,4,8,60,No
1912,Marketing,30,79522,1,7,86,No
1913,HR,31,51162,4,6,53,No
1914,Marketing,44,72810,4,6,94,No
1915,IT,34,44747,2,7,98,No
1916,Sales,29,42718,4,7,63,No
1917,IT,30,77233,3,10,53,No
1918,HR,25,36656,9,6,93,Yes
1919,HR,26,35200,9,10,99,Yes
1920,Sales,37,40461,2,7,64,No
1921,Finance,36,46727,4,10,100,No
1922,Sales,37,66094,6,6,96,Yes
1923,Marketing,39,48622,9,7,63,No
1924,Sales,34,65535,3,7,95,No
1925,Finance,26,72523,2,10,78,No
1926,Marketing,36,47959,1,10,96,No
1927,IT,37,66590,1,9,87,No
1928,Sales,38,56423,8,7,94,Yes
1929,Sales,28,72912,9,10,95,Yes
1930,Marketing,27,36423,5,10,74,No
1931,Marketing,39,74575,2,10,74,No
1932,IT,30,50801,1,7,62,No
1933,Marketing,23,53723,9,6,88,Yes
1934,Finance,41,61429,6,7,84,Yes
1935,HR,43,57671,10,6,82,Yes
1936,Finance,31,35685,10,9,57,No
1937,Sales,41,56212,8,8,78,No
1938,Marketing,41,53519,6,9,67,No
1939,Marketing,31,51278,1,9,83,No
1940,Sales,40,66024,2,6,97,No
1941,Sales,22,75043,4,10,60,No
1942,Sales,23,58772,1,6,53,No
1943,HR,26,47921,1,9,82,No
1944,Sales,33,78434,10,10,54,No
1945,Marketing,45,39808,3,6,76,No
1946,IT,25,39064,1,10,58,No
1947,HR,37,40204,5,7,82,No
1948,IT,32,54982,2,9,50,No
1949,HR,38,62793,1,7,84,No
1950,HR,34,42515,10,8,68,No
1951,Sales,39,67201,4,7,97,No
1952,IT,23,60289,8,8,95,Yes
1953,Sales,37,46411,2,8,84,No
1954,Finance,28,74097,5,6,66,No
1955,Sales,26,55375,10,6,90,Yes
1956,Marketing,27,78018,7,10,64,No
1957,Marketing,27,79469,4,10,67,No
1958,Marketing,36,71852,6,7,93,Yes
1959,HR,36,79006,8,10,62,No
1960,IT,41,39616,10,10,58,No
1961,HR,24,79856,2,7,70,No
1962,Sales,30,68769,10,10,80,No
1963,Finance,38,39112,9,9,93,Yes
1964,Marketing,38,73588,1,8,57,No
1965,HR,31,40605,4,7,95,No
1966,HR,23,68376,3,9,60,No
1967,Marketing,23,63833,8,6,62,No
1968,Marketing,29,60936,1,7,88,No
1969,Finance,36,51147,9,6,58,No
1970,Finance,43,52749,8,6,87,Yes
1971,Marketing,33,43436,6,9,87,Yes
1972,Finance,44,48521,10,6,85,Yes
1973,Finance,34,54353,7,6,77,No
1974,Sales,24,69805,2,8,64,No
1975,HR,29,45619,3,9,59,No
1976,HR,43,63851,9,6,68,No
1977,Sales,40,74938,4,10,50,No
1978,IT,27,56094,1,10,51,No
1979,Marketing,31,55916,8,6,59,No
1980,Finance,34,79430,3,10,76,No
1981,HR,34,73656,5,6,65,No
1982,Sales,23,57647,5,8,71,No
1983,IT,38,60571,3,7,68,No
1984,Marketing,28,41048,7,7,75,No
1985,HR,39,54768,8,10,60,No
1986,IT,30,50157,10,9,95,Yes
1987,HR,26,52505,5,9,73,No
1988,Finance,45,56466,5,6,79,No
1989,Marketing,40,51007,3,10,68,No
1990,IT,35,52563,6,10,53,No
1991,IT,27,58787,7,6,63,No
1992,Sales,35,47549,9,8,69,No
1993,HR,37,78389,4,8,59,No
1994,IT,42,54502,1,6,83,No
1995,IT,29,50050,10,9,73,No
1996,Marketing,45,62320,10,9,83,Yes
1997,IT,28,48548,8,10,64,No
1998,Marketing,43,38629,5,8,93,No
1999,HR,37,41673,3,7,92,No
2000,Marketing,35,71042,2,7,85,No
2001,HR,31,51230,6,9,68,No
2002,IT,33,57009,6,10,91,Yes
2003,Marketing,26,68655,5,8,93,No
2004,Sales,28,51033,2,6,85,No
2005,HR,35,46655,5,9,99,No
2006,Marketing,45,44891,8,9,52,No
2007,HR,28,70948,7,9,92,Yes
2008,HR,42,55498,5,8,69,No
2009,Sales,31,61895,2,7,95,No
2010,HR,42,57695,8,7,76,No
2011,Marketing,25,76665,8,9,68,No
2012,Finance,35,36671,9,10,54,No
2013,Marketing,29,77772,8,7,67,No
2014,IT,36,63237,2,7,98,No
2015,Sales,34,61412,4,10,82,No
2016,Sales,33,64332,2,7,66,No
2017,Sales,45,43325,6,7,57,No
2018,IT,28,36234,3,9,96,No
2019,Sales,24,66715,4,6,76,No
2020,Finance,25,59551,7,10,96,Yes
2021,HR,37,37571,7,9,91,Yes
2022,Marketing,23,50168,2,10,58,No
2023,Sales,24,47252,7,9,89,Yes
2024,IT,43,41808,5,10,80,No
2025,Marketing,44,48901,3,7,99,No
2026,Sales,33,67101,8,8,70,No
2027,Finance,31,65853,1,6,62,No
2028,Sales,31,77409,8,8,72,No
2029,Sales,36,75722,8,8,73,No
2030,Finance,37,70200,7,10,87,Yes
2031,Finance,44,68977,7,10,88,Yes
2032,Sales,28,38934,8,9,77,No
2033,Finance,39,58618,6,7,56,No
2034,Marketing,45,69056,4,10,54,No
2035,Sales,27,64476,9,9,75,No
2036,Marketing,37,47770,6,9,84,Yes
2037,Finance,43,68295,7,10,61,No
2038,Sales,30,71149,4,7,62,No
2039,HR,30,55712,10,10,62,No
2040,Sales,31,43300,1,6,58,No
2041,IT,42,56377,8,6,64,No
2042,IT,34,59266,4,10,85,No
2043,Marketing,22,50625,4,6,80,No
2044,Marketing,25,37019,2,8,98,No
2045,HR,43,79832,5,9,98,No
2046,Sales,32,35827,3,8,52,No
2047,Marketing,32,68202,4,9,97,No
2048,Marketing,34,65661,1,10,55,No
2049,Finance,43,76225,9,8,75,No
2050,Finance,29,37255,3,6,85,No
2051,Sales,33,58582,7,10,89,Yes
2052,HR,28,56798,6,10,67,No
2053,Finance,26,60049,2,9,95,No
2054,Finance,29,36615,10,6,81,Yes
2055,Sales,26,52881,1,9,73,No
2056,Marketing,37,56825,6,8,66,No
2057,Marketing,34,40483,4,9,96,No
2058,Sales,24,68524,8,6,55,No
2059,Marketing,31,74590,2,8,94,No
2060,Marketing,25,35549,7,6,59,No
2061,Marketing,43,46172,3,7,68,No
2062,Finance,30,67488,6,8,89,Yes
2063,HR,31,49160,8,10,56,No
2064,Marketing,24,53623,9,8,54,No
2065,HR,41,74653,9,9,68,No
2066,Marketing,30,54697,2,9,83,No
2067,Sales,33,59792,6,9,72,No
2068,Marketing,32,46078,3,6,61,No
2069,HR,29,47259,9,8,71,No
2070,Marketing,22,54334,3,10,50,No
2071,IT,34,58382,4,6,66,No
2072,IT,30,35443,2,10,62,No
2073,Finance,44,58793,5,8,54,No
2074,IT,45,44896,7,7,81,Yes
2075,IT,29,60550,4,7,90,No
2076,Marketing,33,38668,2,9,87,No
2077,Marketing,27,75112,4,8,71,No
2078,Sales,40,45414,9,6,75,No
2079,Sales,29,61625,3,10,54,No
2080,HR,32,75333,2,9,61,No
2081,Finance,30,65595,7,9,85,Yes
2082,Sales,27,57943,7,6,50,No
2083,IT,43,42292,9,6,69,No
2084,Sales,43,70290,6,10,78,No
2085,HR,29,46549,8,10,73,No
2086,IT,40,66370,10,7,88,Yes
2087,HR,43,57548,2,10,99,No
2088,HR,27,74692,1,10,73,No
2089,Marketing,44,62208,5,8,91,No
2090,IT,39,48558,1,7,84,No
2091,Sales,28,51800,10,9,52,No
2092,HR,26,36019,6,7,62,No
2093,IT,33,38045,5,8,61,No
2094,Finance,31,50189,9,8,80,No
2095,IT,31,49087,4,7,82,No
2096,HR,35,77579,6,9,75,No
2097,Marketing,40,72688,7,8,58,No
2098,Finance,43,51334,6,9,66,No
2099,IT,27,49003,3,8,84,No
2100,Finance,26,45206,8,9,63,No
2101,HR,33,76295,6,7,57,No
2102,Marketing,27,58989,3,9,90,No
2103,Marketing,36,49678,4,8,77,No
2104,IT,25,66803,4,9,61,No
2105,HR,27,66916,2,7,91,No
2106,IT,31,69985,3,6,83,No
2107,Marketing,45,74951,9,10,72,No
2108,Finance,36,47202,3,9,75,No
2109,Sales,32,70533,4,7,86,No
2110,Sales,36,53325,2,7,52,No
2111,Sales,23,66036,1,6,97,No
2112,HR,27,62865,8,9,78,No
2113,HR,39,57153,2,10,79,No
2114,Sales,25,37722,3,9,74,No
2115,Sales,29,52290,5,10,66,No
2116,HR,40,57799,5,6,73,No
2117,Finance,41,71134,9,7,87,Yes
2118,Sales,24,46080,3,8,74,No
2119,Finance,39,46101,2,9,99,No
2120,Finance,39,50306,8,10,52,No
2121,IT,25,71809,10,8,83,Yes
2122,IT,24,67954,9,7,76,No
2123,Sales,27,44003,7,6,63,No
2124,Sales,44,78849,9,7,59,No
2125,IT,26,48373,7,6,81,Yes
2126,HR,24,58422,4,6,72,No
2127,IT,42,76905,9,6,90,Yes
2128,HR,28,72069,1,6,87,No
2129,Marketing,37,46108,9,8,51,No
2130,IT,32,77758,4,7,50,No
2131,Marketing,43,60355,6,8,89,Yes
2132,Sales,22,41492,1,7,86,No
2133,HR,33,54648,2,6,68,No
2134,Marketing,44,62457,1,7,69,No
2135,Finance,26,53412,1,9,70,No
2136,Finance,31,59371,6,9,53,No
2137,Marketing,27,43092,1,9,84,No
2138,HR,26,61893,1,8,53,No
2139,HR,23,78339,1,8,61,No
2140,IT,34,51733,1,7,63,No
2141,Sales,42,65200,4,6,96,No
2142,Finance,44,72444,3,8,63,No
2143,Marketing,40,42272,10,7,83,Yes
2144,Sales,37,68772,4,10,54,No
2145,Sales,45,37815,1,7,55,No
2146,Sales,31,55143,6,9,57,No
2147,HR,33,75389,2,6,64,No
2148,IT,22,61262,6,7,59,No
2149,Marketing,44,51075,1,6,75,No
2150,Marketing,34,48326,5,7,50,No
2151,IT,40,47149,4,7,68,No
2152,HR,23,65205,7,9,64,No
2153,Finance,36,76909,5,10,92,No
2154,HR,33,69410,8,9,68,No
2155,Finance,34,69254,4,7,89,No
2156,Sales,39,71735,9,6,69,No
2157,Finance,34,72243,4,7,67,No
2158,HR,31,55057,9,8,95,Yes
2159,Sales,25,68320,3,9,93,No
2160,Finance,23,59794,5,6,78,No
2161,HR,33,53224,6,10,75,No
2162,HR,33,64978,4,9,90,No
2163,Finance,28,50524,9,8,99,Yes
2164,Finance,29,76661,2,8,100,No
2165,HR,23,78039,3,6,64,No
2166,Sales,27,37651,2,10,61,No
2167,Finance,26,76067,3,6,79,No
2168,Finance,36,37123,5,10,59,No
2169,Sales,24,35588,4,6,100,No
2170,Sales,40,48922,9,10,75,No
2171,Finance,22,52014,10,7,93,Yes
2172,Sales,39,74824,6,8,81,Yes
2173,Marketing,39,75952,10,6,89,Yes
2174,Sales,37,51066,6,7,70,No
2175,HR,26,66967,4,9,59,No
2176,HR,43,56425,10,6,53,No
2177,Marketing,40,42415,8,8,55,No
2178,HR,25,61945,4,7,53,No
2179,Finance,31,62104,10,6,71,No
2180,Marketing,25,37576,3,7,70,No
2181,Finance,35,73499,2,8,97,No
2182,Marketing,43,38909,10,8,57,No
2183,Marketing,28,39858,8,8,99,Yes
2184,Marketing,23,60445,6,9,50,No
2185,Marketing,24,76899,8,7,52,No
2186,IT,22,79887,3,10,72,No
2187,IT,32,46037,1,7,59,No
2188,Marketing,23,66884,3,7,95,No
2189,HR,26,64122,3,7,93,No
2190,Marketing,28,72534,3,8,88,No
2191,IT,23,60950,6,6,62,No
2192,IT,45,43099,9,10,83,Yes
2193,Finance,28,44029,5,8,56,No
2194,Finance,41,38378,6,7,67,No
2195,Finance,36,62752,5,6,75,No
2196,Sales,43,77019,8,7,70,No
2197,Finance,26,49717,4,10,73,No
2198,Sales,43,47260,9,6,51,No
2199,Sales,45,53748,7,7,62,No
2200,Finance,34,53698,10,10,64,No
2201,Finance,28,61166,5,10,97,No
2202,Sales,25,71483,10,8,72,No
2203,Marketing,32,38659,3,10,72,No
2204,Marketing,25,71893,6,6,84,Yes
2205,Finance,28,40527,5,10,57,No
2206,Sales,44,58814,1,7,78,No
2207,IT,23,42135,6,6,91,Yes
2208,Finance,30,42404,10,6,58,No
2209,Marketing,29,54192,2,8,86,No
2210,Finance,41,65268,5,10,67,No
2211,Sales,36,41073,3,6,51,No
2212,Marketing,44,79576,3,10,66,No
2213,IT,24,69335,1,7,59,No
2214,IT,38,54312,2,7,67,No
2215,IT,38,63878,6,6,82,Yes
2216,Sales,29,36227,5,9,82,No
2217,Sales,34,71818,1,7,70,No
2218,IT,25,61611,9,9,56,No
2219,Marketing,37,61275,9,8,92,Yes
2220,Marketing,33,76561,9,8,91,Yes
2221,IT,33,43008,7,7,91,Yes
2222,HR,33,48601,8,6,94,Yes
2223,Marketing,40,67414,1,9,86,No
2224,HR,42,37480,10,6,50,No
2225,Finance,45,44965,7,8,99,Yes
2226,Marketing,24,56169,3,6,85,No
2227,HR,41,47014,4,10,74,No
2228,IT,42,61620,8,6,64,No
2229,Finance,36,57886,3,10,95,No
2230,Finance,41,53665,2,6,66,No
2231,Finance,36,48838,8,6,84,Yes
2232,Marketing,27,53491,3,6,53,No
2233,Marketing,30,74819,1,10,55,No
2234,IT,41,42139,6,8,56,No
2235,Finance,32,40198,5,10,80,No
2236,IT,44,56261,1,9,98,No
2237,Sales,28,59261,1,10,57,No
2238,Finance,31,62588,9,9,96,Yes
2239,Sales,30,51984,4,9,91,No
2240,Marketing,37,46140,1,9,92,No
2241,Marketing,30,38555,3,8,50,No
2242,IT,29,67952,2,9,94,No
2243,Finance,45,65711,3,10,66,No
2244,IT,36,57070,2,9,74,No
2245,Marketing,40,77857,3,8,86,No
2246,Marketing,31,50027,8,8,68,No
2247,Finance,23,48732,10,7,96,Yes
2248,HR,41,71440,1,6,79,No
2249,IT,25,38202,8,6,53,No
2250,Finance,27,67411,6,9,75,No
2251,IT,23,69634,1,6,95,No
2252,Finance,25,50928,1,7,61,No
2253,HR,22,51472,4,8,55,No
2254,HR,30,50130,4,7,88,No
2255,Sales,43,77081,10,7,51,No
2256,HR,35,71489,6,9,50,No
2257,HR,23,45690,5,6,80,No
2258,Sales,26,42487,7,9,100,Yes
2259,IT,24,45006,6,6,81,Yes
2260,Finance,24,39721,8,10,65,No
2261,Finance,24,63621,2,6,59,No
2262,Sales,27,37866,2,8,77,No
2263,Finance,39,42895,7,10,87,Yes
2264,Marketing,44,44277,5,7,64,No
2265,Sales,29,76013,2,10,52,No
2266,Sales,36,43809,10,9,66,No
2267,HR,33,76750,3,7,66,No
2268,Sales,24,75284,7,10,71,No
2269,HR,44,50242,10,7,57,No
2270,Marketing,22,45805,2,9,98,No
2271,Marketing,28,57189,6,6,69,No
2272,HR,37,42963,1,9,78,No
2273,Finance,37,73196,1,6,88,No
2274,IT,23,35606,1,8,75,No
2275,Finance,26,40993,6,7,94,Yes
2276,IT,31,78279,2,6,51,No
2277,Marketing,44,61603,5,8,80,No
2278,Finance,24,45785,8,6,56,No
2279,HR,44,67887,7,10,66,No
2280,IT,28,40324,4,6,82,No
2281,HR,44,57315,6,8,68,No
2282,Sales,27,35100,7,9,89,Yes
2283,Sales,35,55138,8,10,75,No
2284,Marketing,44,48087,8,7,52,No
2285,HR,36,43254,6,9,83,Yes
2286,Sales,37,43436,2,7,92,No
2287,Finance,45,78126,7,8,52,No
2288,HR,43,39217,6,10,83,Yes
2289,Finance,43,39750,10,8,88,Yes
2290,IT,31,56160,2,8,54,No
2291,Finance,30,49306,1,9,57,No
2292,Finance,26,75508,1,9,67,No
2293,HR,44,38817,9,9,98,Yes
2294,Marketing,42,56932,8,10,66,No
2295,IT,33,39981,5,10,93,No
2296,Finance,30,72055,4,7,93,No
2297,Sales,24,68690,1,6,67,No
2298,Marketing,36,79645,3,6,70,No
2299,IT,32,79321,4,6,80,No
2300,Marketing,39,74846,1,9,89,No
2301,IT,37,41461,5,9,88,No
2302,Sales,38,40335,9,6,73,No
2303,Finance,30,43739,9,9,79,No
2304,Sales,31,52408,10,7,98,Yes
2305,IT,42,51414,3,7,60,No
2306,HR,41,78425,2,9,62,No
2307,Sales,33,74945,7,6,91,Yes
2308,IT,24,66452,7,8,59,No
2309,Finance,45,75712,1,8,94,No
2310,IT,45,45112,1,8,85,No
2311,HR,45,46146,10,8,66,No
2312,Sales,24,45019,5,6,63,No
2313,Sales,23,43482,1,6,59,No
2314,Sales,23,72109,4,10,58,No
2315,Sales,36,59292,3,7,67,No
2316,Marketing,25,70539,6,6,100,Yes
2317,IT,35,68892,3,6,72,No
2318,Marketing,36,79929,5,7,65,No
2319,Finance,38,75758,10,6,85,Yes
2320,HR,34,68823,1,9,60,No
2321,Marketing,43,55281,4,8,56,No
2322,Finance,42,71938,9,7,55,No
2323,IT,30,58206,4,9,83,No
2324,IT,23,35947,10,8,76,No
2325,IT,43,47463,4,6,61,No
2326,Marketing,39,67658,8,8,54,No
2327,HR,28,63253,3,10,91,No
2328,IT,26,45922,5,8,96,No
2329,Marketing,31,64727,9,9,68,No
2330,HR,42,42582,8,9,94,Yes
2331,Sales,39,52451,6,6,98,Yes
2332,Marketing,36,76464,8,8,78,No
2333,IT,22,59196,3,10,96,No
2334,Sales,35,77913,2,9,57,No
2335,Marketing,22,72731,6,7,76,No
2336,Marketing,25,77141,9,6,76,No
2337,IT,33,58186,10,10,89,Yes
2338,IT,29,68188,6,10,80,No
2339,HR,32,67429,2,7,74,No
2340,Sales,37,68540,6,6,97,Yes
2341,Finance,45,45976,7,6,72,No
2342,Sales,23,79275,7,10,54,No
2343,Marketing,35,75135,7,8,93,Yes
2344,Marketing,34,59343,3,10,52,No
2345,Finance,31,51713,8,9,58,No
2346,Sales,34,66555,7,7,76,No
2347,Marketing,40,40824,2,10,76,No
2348,HR,32,53966,10,10,95,Yes
2349,IT,30,38302,4,8,62,No
2350,Sales,32,38774,9,6,87,Yes
2351,Marketing,22,64477,9,6,98,Yes
2352,IT,25,58659,9,6,55,No
2353,IT,31,65577,5,9,87,No
2354,Sales,33,36682,10,6,82,Yes
2355,IT,26,68060,10,8,85,Yes
2356,Sales,22,55033,3,8,79,No
2357,HR,45,58061,8,6,57,No
2358,Sales,23,60488,9,8,80,No
2359,Finance,23,51756,8,7,71,No
2360,Marketing,28,52203,4,10,58,No
2361,HR,25,65564,2,9,77,No
2362,Finance,28,72154,8,6,80,No
2363,IT,29,66390,1,10,68,No
2364,Finance,40,44836,10,7,73,No
2365,HR,22,46518,1,8,62,No
2366,Finance,27,60389,6,9,95,Yes
2367,HR,32,68373,7,9,76,No
2368,Finance,28,65901,2,10,91,No
2369,IT,45,35494,1,8,68,No
2370,IT,41,66298,5,7,69,No
2371,Finance,33,72753,10,10,100,Yes
2372,Finance,32,42266,2,6,69,No
2373,IT,24,57820,7,6,95,Yes
2374,HR,23,46380,4,10,71,No
2375,Finance,44,58063,2,8,97,No
2376,Marketing,28,72978,4,8,84,No
2377,HR,39,46041,2,10,71,No
2378,IT,38,63095,4,10,51,No
2379,HR,27,67614,5,10,68,No
2380,Marketing,30,47565,3,10,78,No
2381,IT,40,79611,8,7,70,No
